City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
376,provideniya,RU,64.38,-173.3,39.31,94,100,16.82,1602857306
377,igarka,RU,67.47,86.58,24.19,98,98,6.38,1602857307
378,caborca,MX,30.58,-111.1,69.64,27,2,2.91,1602857308
379,shetpe,KZ,44.17,52.12,61.88,27,18,6.53,1602857309
380,port augusta,AU,-32.5,137.77,61.0,100,90,11.41,1602857310
381,nkhata bay,MW,-11.61,34.29,81.63,55,1,7.38,1602857311
382,naukot,PK,24.86,69.4,94.01,18,98,7.45,1602857312
383,coari,BR,-4.08,-63.14,84.76,66,78,2.04,1602857313
384,keokuk,US,40.4,-91.38,42.01,69,75,8.05,1602857314
385,nuevo ideal,MX,24.89,-105.07,60.37,54,7,2.66,1602857315
386,magaria,NE,13.0,8.91,101.34,15,37,11.77,1602857317
387,calabozo,VE,8.92,-67.43,81.34,83,9,7.31,1602857318
388,north bend,US,43.41,-124.22,54.0,93,1,6.93,1602857319
389,kety,PL,49.88,19.22,46.0,3,100,5.99,1602857204
390,lewistown,US,40.6,-77.57,51.01,81,40,4.7,1602857321
391,port keats,AU,-14.25,129.55,82.38,74,0,10.74,1602857322
392,pachmarhi,IN,22.47,78.43,68.77,100,90,2.73,1602857323
393,merauke,ID,-8.47,140.33,77.29,78,100,13.29,1602857324
394,ust-nera,RU,64.57,143.2,16.14,90,98,4.83,1602857326
395,broken hill,AU,-31.95,141.43,68.0,60,72,13.87,1602857327
396,taguatinga,BR,-12.39,-46.57,101.07,14,0,6.2,1602857328
397,griffith,US,41.53,-87.42,41.0,64,1,6.93,1602857329
398,cascavel,BR,-24.96,-53.46,78.8,65,40,9.17,1602857301
399,flin flon,CA,54.77,-101.86,24.8,62,90,12.75,1602857332
400,plettenberg bay,ZA,-34.05,23.37,70.43,66,1,17.9,1602857333
401,avera,US,33.19,-82.53,68.0,94,1,9.17,1602857334
402,srednekolymsk,RU,67.45,153.68,29.68,99,100,4.85,1602857335
403,saint-honore,CA,48.53,-71.08,48.99,93,90,4.97,1602857336
404,wewak,PG,-3.55,143.63,78.21,85,100,7.16,1602857337
405,kulhudhuffushi,MV,6.62,73.07,82.38,76,83,17.87,1602857338
406,baybay,PH,10.68,124.83,78.75,82,100,3.31,1602857339
407,aleksandrov gay,RU,50.15,48.57,64.51,56,75,7.78,1602857340
408,lagunas,PE,-5.23,-75.68,86.81,58,48,2.57,1602857341
409,tessalit,ML,20.2,1.01,101.48,8,0,6.46,1602857343
410,pacific grove,US,36.62,-121.92,69.01,48,1,3.36,1602857345
411,nelson bay,AU,-32.72,152.15,66.0,88,90,4.7,1602857346
412,khomutovo,RU,52.47,104.4,39.2,55,40,8.95,1602857347
413,nantucket,US,41.28,-70.1,64.4,88,75,16.11,1602857348
414,black river,JM,18.03,-77.85,86.0,74,20,6.93,1602857349
415,tongren,CN,27.72,109.19,57.07,86,100,3.69,1602857181
416,porto empedocle,IT,37.29,13.53,62.01,73,31,5.99,1602857352
417,sabzevar,IR,36.21,57.68,71.6,15,0,6.93,1602857353
418,touros,BR,-5.2,-35.46,86.0,55,75,12.75,1602857354
419,rangapara,IN,26.82,92.65,78.75,76,0,3.0,1602857345
420,krasnoselkup,RU,65.7,82.47,29.53,99,100,11.32,1602857356
421,navalmoral de la mata,ES,39.89,-5.54,63.0,41,15,1.01,1602857357
422,ust-tsilma,RU,65.44,52.15,30.79,98,100,3.4,1602857358
423,chase,CA,50.82,-119.69,41.0,97,100,2.98,1602857360
424,alofi,NU,-19.06,-169.92,75.2,88,70,8.05,1602857115
425,bell ville,AR,-32.63,-62.69,80.01,42,0,5.01,1602857362
426,salonta,RO,46.8,21.65,57.2,87,75,11.41,1602857363
427,kota bahru,MY,6.13,102.24,82.4,88,20,3.15,1602857364
428,umm kaddadah,SD,13.6,26.69,98.33,9,0,10.27,1602857366
429,alvorada,BR,-12.48,-49.12,100.45,27,29,5.59,1602857367
430,seoul,KR,37.57,126.98,51.8,76,1,3.02,1602857368
431,skibbereen,IE,51.55,-9.27,50.0,87,75,10.29,1602857370
432,fairbanks,US,64.84,-147.72,9.0,91,1,2.26,1602857206
433,sigli,ID,5.38,95.96,81.27,76,42,6.29,1602857373
434,imbituba,BR,-28.24,-48.67,73.4,49,40,12.75,1602857321
435,simoes,BR,-7.6,-40.82,97.65,17,20,11.34,1602857375
436,tokur,RU,53.13,132.9,24.21,93,98,5.37,1602857376
437,cayenne,GF,4.93,-52.33,87.8,58,9,6.93,1602857330
438,ganta,LR,7.3,-8.53,86.27,57,42,4.12,1602857378
439,eyl,SO,7.98,49.82,83.91,67,68,20.87,1602857379
440,boden,SE,65.83,21.69,42.8,75,5,8.05,1602857380
441,vega de alatorre,MX,20.03,-96.63,78.17,81,25,5.21,1602857382
442,bisira,PA,8.52,-81.71,66.0,95,5,1.74,1602857383
443,przasnysz,PL,53.02,20.88,48.2,66,40,11.41,1602857384
444,olafsvik,IS,64.89,-23.71,47.01,78,64,1.1,1602857385
445,mala,PE,-12.66,-76.63,67.93,68,11,6.13,1602857387
446,palmer,US,42.16,-72.33,61.0,87,90,5.82,1602857388
447,zabaykalsk,RU,49.63,117.32,38.64,75,82,17.67,1602857389
448,chulumani,BO,-16.41,-67.53,62.8,79,97,3.49,1602857390
449,kapoeta,SS,4.77,33.59,91.2,36,94,8.21,1602857391
450,kommunisticheskiy,RU,61.68,64.48,45.73,88,100,12.66,1602857392
451,kismayo,SO,-0.36,42.55,81.0,72,3,15.21,1602857394
452,woodward,US,36.43,-99.39,48.99,49,90,5.82,1602857395
453,conceicao do araguaia,BR,-8.26,-49.26,100.02,30,0,5.66,1602857238
454,nyurba,RU,63.28,118.33,20.68,86,1,11.9,1602857397
455,biga,TR,40.23,27.24,84.0,34,0,10.29,1602857398
456,omagh,GB,54.6,-7.3,55.4,66,20,8.05,1602857400
457,veinticinco de mayo,AR,-35.43,-60.17,73.0,68,0,4.0,1602857401
458,haines junction,CA,60.75,-137.51,25.41,91,100,5.68,1602857402
459,pimentel,PE,-6.84,-79.93,64.4,77,90,11.41,1602857405
460,port lincoln,AU,-34.73,135.87,53.91,81,100,14.09,1602857406
461,toamasina,MG,-18.17,49.38,80.6,74,20,5.82,1602857408
462,vitoria,BR,-20.32,-40.34,80.01,61,11,11.41,1602857250
463,yeppoon,AU,-23.13,150.73,68.0,77,0,5.82,1602857410
464,kaitangata,NZ,-46.28,169.85,44.01,83,47,4.0,1602857411
465,paita,PE,-5.09,-81.11,66.2,82,75,16.11,1602857412
466,tabou,CI,4.42,-7.35,80.71,79,90,12.15,1602857413
467,surt,LY,31.21,16.59,79.59,77,31,17.74,1602857414
468,lotofaga,WS,-13.98,-171.86,77.0,100,90,5.82,1602857416
469,savinka,RU,50.08,47.1,64.67,50,61,7.81,1602857418
470,jennings,US,38.72,-90.26,46.0,64,1,3.36,1602857419
471,nassau,US,40.75,-73.58,63.0,76,83,1.99,1602857351
472,henties bay,NA,-22.12,14.28,64.99,83,73,8.99,1602857421
473,americus,US,32.07,-84.23,66.2,77,1,6.93,1602857422
474,zhaotong,CN,27.32,103.72,43.65,88,100,2.82,1602857423
475,sitka,US,57.05,-135.33,48.2,66,90,8.05,1602857424
476,karratha,AU,-20.74,116.85,72.52,64,0,17.22,1602857426
477,kloulklubed,PW,7.04,134.26,77.0,94,75,5.61,1602857427
478,rorvik,NO,64.86,11.24,46.4,93,75,11.41,1602857428
479,toora-khem,RU,52.47,96.11,32.32,96,49,3.2,1602857429
480,destin,US,30.39,-86.5,71.6,94,75,10.29,1602857430
481,chumikan,RU,54.72,135.31,37.96,72,95,24.34,1602857431
482,hovd,MN,48.01,91.64,38.07,61,67,0.69,1602857432
483,mount gambier,AU,-37.83,140.77,55.4,100,90,1.12,1602857325
484,esso,RU,55.93,158.7,25.07,91,93,4.18,1602857434
485,hamilton,US,39.18,-84.53,46.0,64,0,3.94,1602857435
486,mathathane,BW,-22.27,28.75,96.4,16,0,19.28,1602857436
487,hearst,CA,49.68,-83.67,33.28,88,0,6.85,1602857437
488,asau,RO,46.43,26.4,61.0,83,64,2.89,1602857438
489,redlands,US,34.06,-117.18,73.99,26,5,5.01,1602857440
490,nemuro,JP,43.32,145.57,51.08,62,99,5.95,1602857441
491,coihaique,CL,-45.58,-72.07,53.6,62,40,23.04,1602857442
492,tual,ID,-5.67,132.75,82.13,81,43,18.03,1602857229
493,islamkot,PK,24.7,70.18,95.2,35,43,9.19,1602857444
494,ancud,CL,-41.87,-73.82,61.0,81,74,4.7,1602857445
495,springbok,ZA,-29.66,17.89,91.02,12,0,18.23,1602857447
496,picui,BR,-6.51,-36.35,91.54,25,96,15.17,1602857448
497,victoria,HK,22.29,114.16,80.01,79,34,1.99,1602857352
498,cap malheureux,MU,-19.98,57.61,75.99,69,3,7.0,1602857450
499,little current,CA,45.98,-81.92,41.0,66,20,8.05,1602857451
500,nouadhibou,MR,20.93,-17.03,98.6,20,0,12.75,1602857452
501,magway,MM,20.15,94.92,79.93,82,5,3.83,1602857453
502,talikota,IN,16.48,76.32,76.5,81,9,10.78,1602857455
503,chimbote,PE,-9.09,-78.58,66.16,75,75,8.32,1602857456
504,zhezkazgan,KZ,47.8,67.71,55.76,38,0,2.73,1602857458
505,maceio,BR,-9.67,-35.74,84.2,54,75,10.29,1602857459
506,ghanzi,BW,-21.57,21.78,94.37,12,9,16.69,1602857461
507,denpasar,ID,-8.65,115.22,80.6,78,20,5.82,1602857462
508,dobreni,RO,46.98,26.42,66.0,18,62,3.98,1602857464
509,tanete,ID,-3.94,119.78,76.01,90,100,4.72,1602857465
510,oussouye,SN,12.48,-16.55,89.6,75,75,2.24,1602857466
511,heyang,CN,26.1,107.47,52.45,91,100,6.91,1602857467
512,huarmey,PE,-10.07,-78.15,68.04,70,19,7.74,1602857469
513,lyuban,BY,52.8,28.0,51.76,72,61,4.88,1602857470
514,turukhansk,RU,65.82,87.98,27.97,98,100,9.84,1602857472
515,snihurivka,UA,47.08,32.81,69.8,68,40,11.18,1602857473
516,krasnoarmeysk,RU,51.02,45.7,64.0,43,100,1.99,1602857474
517,mazsalaca,LV,57.86,25.05,41.0,71,100,4.0,1602857475
518,esperance,AU,-33.87,121.9,50.0,93,0,6.93,1602857476
519,dom pedrito,BR,-30.98,-54.67,73.11,64,0,10.29,1602857477
520,police,PL,53.55,14.57,53.01,89,100,8.03,1602857478
521,nhulunbuy,AU,-12.23,136.77,77.0,78,100,4.7,1602857479
522,kaseda,JP,31.42,130.32,66.63,90,100,11.63,1602857480
523,chake chake,TZ,-5.25,39.77,81.79,66,0,11.07,1602857482
524,gamba,GA,-2.65,10.0,79.38,71,88,8.7,1602857483
525,bahia blanca,AR,-38.72,-62.27,78.03,44,0,14.14,1602857282
526,port blair,IN,11.67,92.75,81.1,81,17,9.06,1602857487
527,bonthe,SL,7.53,-12.51,84.02,71,63,9.69,1602857488
528,remanso,BR,-9.62,-42.08,86.59,40,9,12.77,1602857490
529,richards bay,ZA,-28.78,32.04,72.16,70,94,10.22,1602857491
530,salisbury,GB,51.07,-1.8,54.0,62,75,10.29,1602857379
531,verkhneuralsk,RU,53.88,59.21,59.0,26,75,11.18,1602857493
532,havoysund,NO,71.0,24.66,37.4,69,75,6.93,1602857494
533,sulangan,PH,11.14,123.72,84.22,72,99,5.99,1602857495
534,gyor,HU,47.68,17.64,46.4,93,90,11.41,1602857402
535,wolbrom,PL,50.38,19.76,44.01,97,100,3.0,1602857497
536,beloha,MG,-25.17,45.05,75.18,66,0,18.39,1602857499
537,jining,CN,35.41,116.58,55.54,39,0,5.37,1602857500
538,saa,CM,4.37,11.45,77.88,75,87,0.69,1602857501
539,brejo,BR,-3.68,-42.75,99.59,33,44,4.0,1602857502
540,dekar,BW,-21.53,21.93,94.19,13,9,16.06,1602857503
541,boromo,BF,11.75,-2.93,98.78,28,4,5.91,1602857505
542,kitimat,CA,54.05,-128.65,39.0,95,100,6.11,1602857506
543,adrar,MR,20.5,-10.07,98.02,10,0,9.91,1602857508
544,taoudenni,ML,22.68,-3.98,103.19,9,0,13.56,1602857509
545,saucillo,MX,28.02,-105.28,60.93,43,5,6.06,1602857510
546,kalmunai,LK,7.42,81.82,81.77,79,18,6.24,1602857511
547,sikonge,TZ,-5.63,32.77,86.0,35,75,12.75,1602857512
548,llallagua,BO,-18.42,-66.63,51.8,54,40,4.7,1602857513
549,verkh-chebula,RU,56.03,87.62,34.02,87,100,7.67,1602857515
550,potsdam,DE,52.4,13.07,53.01,98,100,8.16,1602857516
551,vaasa,FI,63.1,21.62,46.4,65,0,6.93,1602857419
552,celestun,MX,20.87,-90.4,79.05,75,0,4.92,1602857520
553,betafo,MG,-19.83,46.85,72.28,57,90,4.5,1602857521
554,wagar,SD,16.15,36.2,101.32,11,0,6.82,1602857522
555,yekaterinoslavka,RU,50.37,129.11,32.25,88,0,12.01,1602857523
556,banda aceh,ID,5.56,95.32,81.81,72,60,12.03,1602857242
557,locri,IT,38.24,16.26,71.6,49,20,13.87,1602857525
558,cananeia,BR,-25.01,-47.93,71.82,65,57,10.89,1602857526
559,orotukan,RU,62.27,151.7,25.02,95,100,3.09,1602857527
560,chapais,CA,49.78,-74.85,33.8,100,90,6.93,1602857528
561,ponnampet,IN,12.15,75.93,78.8,94,20,4.7,1602857529
562,zyryanka,RU,65.75,150.85,25.45,98,100,17.38,1602857532
563,parrita,CR,9.52,-84.32,71.6,77,20,5.82,1602857533
564,antipino,RU,57.11,65.76,59.0,44,42,13.42,1602857534
565,ola,RU,59.58,151.28,31.24,88,0,1.88,1602857536
566,rock sound,BS,24.9,-76.2,82.94,79,29,11.79,1602857537
567,rocha,UY,-34.48,-54.33,70.16,62,19,9.53,1602857344
568,staryy nadym,RU,65.61,72.68,31.66,99,100,15.35,1602857539
569,grandview,US,38.89,-94.53,45.0,56,1,6.93,1602857540
570,raduzhnyy,RU,62.1,77.47,36.79,90,100,14.12,1602857542
571,koulikoro,ML,14.0,-7.75,100.0,19,43,8.39,1602857543
572,zhigansk,RU,66.77,123.37,21.79,96,100,9.98,1602857544
573,camacha,PT,33.08,-16.33,69.8,64,20,11.41,1602857546
574,auki,SB,-8.77,160.7,77.41,83,6,3.87,1602857547
575,hirara,JP,24.8,125.28,79.45,77,25,15.79,1602857319
576,zhanaozen,KZ,43.3,52.8,58.98,29,0,3.98,1602857549
577,hillsboro,US,45.52,-122.99,45.0,100,75,0.56,1602857263
578,sale,MA,34.04,-6.82,69.8,43,40,6.93,1602857552
579,talnakh,RU,69.49,88.4,23.0,92,40,8.95,1602857554
580,santa marta,CO,11.24,-74.2,87.01,71,75,5.99,1602857555
581,novoagansk,RU,61.94,76.66,37.99,93,100,14.16,1602857556
582,kiama,AU,-34.68,150.87,61.0,86,99,3.27,1602857557
583,neya,RU,58.3,43.87,39.81,76,100,4.43,1602857558
584,bergen,NO,60.39,5.33,55.0,54,0,4.7,1602857559
585,santiago de cuba,CU,20.02,-75.82,84.2,66,20,5.82,1602857560
586,camana,PE,-16.62,-72.71,69.44,61,5,8.03,1602857561
587,kristianstad,SE,56.03,14.15,53.01,71,75,4.7,1602857562
588,ust-kut,RU,56.79,105.77,25.81,93,100,6.02,1602857563
589,ahipara,NZ,-35.17,173.17,49.14,85,8,2.21,1602857303
590,stornoway,GB,58.21,-6.39,53.01,76,40,8.05,1602857498
591,itoman,JP,26.12,127.67,78.8,65,75,9.17,1602857567
592,kiunga,PG,-6.12,141.29,73.26,97,100,2.73,1602857568
593,verkhnyaya maksakovka,RU,61.63,50.97,32.0,97,75,6.71,1602857569
594,akcaabat,TR,41.02,39.57,71.6,83,1,4.7,1602857570
595,lasa,IT,46.62,10.7,59.0,80,40,8.05,1602857571
